Ensembl_id	log2FoldChange	
ENSG00000247774	2.224340879	
ENSG00000064309	1.536220165	
ENSG00000171812	1.961030723	
ENSG00000159261	4.667205807	
ENSG00000275110	5.185687692	
ENSG00000010932	3.384295489	
ENSG00000153993	3.219541076	
ENSG00000254395	4.811454267	
ENSG00000152422	1.772318814	
ENSG00000140297	3.846171068	
ENSG00000149418	2.081232387	
ENSG00000163106	1.935902972	
ENSG00000169031	-2.017684335	
ENSG00000254842	-2.088640462	
ENSG00000152213	2.20274225	
ENSG00000109956	2.541638938	
ENSG00000141968	2.02205989	
ENSG00000100055	1.895631093	
ENSG00000126353	2.708114738	
ENSG00000211673	4.560784297	
ENSG00000224373	4.438349743	
ENSG00000110436	1.80254322	
ENSG00000149380	2.586137637	
ENSG00000275265	-2.285047064	
ENSG00000169313	2.588522587	
ENSG00000168461	1.694496996	
ENSG00000148123	3.351749559	
ENSG00000012660	2.574938872	
ENSG00000133216	2.262306651	
ENSG00000100362	3.665920875	
ENSG00000187608	1.682311131	
ENSG00000136052	1.841328199	
ENSG00000258376	2.00992047	
ENSG00000110079	2.086771879	
ENSG00000211676	4.69757198	
ENSG00000116774	1.796027772	
ENSG00000143297	4.246569769	
ENSG00000211637	4.252354392	
ENSG00000164129	3.527553281	
ENSG00000269918	1.590780121	
ENSG00000211649	5.284540454	
ENSG00000135519	2.044974906	
ENSG00000111331	1.587614319	
ENSG00000075035	2.390842044	
ENSG00000225746	2.590134183	
ENSG00000166035	2.444538046	
ENSG00000231721	-1.599331491	
ENSG00000157680	2.883423079	
ENSG00000248476	-1.636463703	
ENSG00000072840	1.602824937	
ENSG00000233093	3.281829175	
ENSG00000146192	2.031438328	
ENSG00000179277	1.814769534	
ENSG00000263528	1.96600058	
ENSG00000175093	1.748025768	
ENSG00000170439	1.961250699	
ENSG00000118849	1.964230719	
ENSG00000072832	2.444542638	
ENSG00000110777	3.078254557	
ENSG00000163923	1.882993639	
ENSG00000183114	2.208819335	
ENSG00000164483	2.452839179	
ENSG00000213145	1.64850535	
ENSG00000128011	1.927184818	
ENSG00000120498	5.14300268	
ENSG00000131979	1.521193992	
ENSG00000163637	1.61320244	
ENSG00000283196	1.561261619	
ENSG00000278030	4.40168494	
ENSG00000243264	5.302966913	
ENSG00000089639	1.555742582	
ENSG00000187151	2.475818725	
ENSG00000111537	3.397290536	
ENSG00000124159	3.722814563	
ENSG00000211594	4.834499684	
ENSG00000176076	3.120199287	
ENSG00000198835	1.928417297	
ENSG00000120885	2.226563551	
ENSG00000029153	1.922570996	
ENSG00000243238	3.914179668	
ENSG00000267801	2.370847297	
ENSG00000174125	1.700182872	
ENSG00000147145	2.264295316	
ENSG00000101213	2.367109507	
ENSG00000141497	1.778856243	
ENSG00000280401	-1.646533429	
ENSG00000072694	1.692805662	
ENSG00000178860	1.608383381	
ENSG00000135925	3.050313504	
ENSG00000235034	2.328666597	
ENSG00000139618	2.010305919	
ENSG00000044524	1.8936516	
ENSG00000174740	1.65747766	
ENSG00000179715	1.847268183	
ENSG00000096092	1.58904677	
ENSG00000123612	3.251283151	
ENSG00000135472	2.6029853	
ENSG00000198286	2.182831857	
ENSG00000211632	5.213747798	
ENSG00000100504	2.160909538	
ENSG00000276775	5.065668785	
ENSG00000065534	2.124499719	
ENSG00000162641	2.074349159	
ENSG00000006747	2.3947193	
ENSG00000113231	3.502935859	
ENSG00000107796	2.329935599	
ENSG00000215375	2.006056272	
ENSG00000224177	4.166247139	
ENSG00000134917	1.957786946	
ENSG00000143226	1.952636641	
ENSG00000150471	2.822628004	
ENSG00000180448	1.794419415	
ENSG00000170962	1.858103122	
ENSG00000258584	-1.914858055	
ENSG00000164743	2.306167855	
ENSG00000165644	-1.504591537	
ENSG00000279166	4.054598229	
ENSG00000077420	2.293714736	
ENSG00000231475	4.741516571	
ENSG00000139971	1.61582889	
ENSG00000025708	1.659008076	
ENSG00000054219	1.824377226	
ENSG00000132205	1.832618951	
ENSG00000185905	2.507053512	
ENSG00000134343	5.323976396	
ENSG00000057657	1.517398827	
ENSG00000170262	4.032302882	
ENSG00000251301	2.068331769	
ENSG00000211658	5.030511634	
ENSG00000237813	4.084974427	
ENSG00000101938	2.473209777	
ENSG00000156299	1.824925969	
ENSG00000275063	5.004118107	
ENSG00000260542	2.913774476	
ENSG00000042062	-1.656537132	
ENSG00000140798	3.342494234	
ENSG00000251546	4.675208934	
ENSG00000070193	2.633584476	
ENSG00000278962	1.737875319	
ENSG00000211652	5.156612571	
ENSG00000227507	2.214809212	
ENSG00000172020	2.163538563	
ENSG00000154096	2.375209316	
ENSG00000113645	4.119678087	
ENSG00000158869	1.94240506	
ENSG00000179921	2.521339487	
ENSG00000048462	3.301732836	
ENSG00000053918	1.549876367	
ENSG00000125675	2.035899642	
ENSG00000182916	1.806924176	
ENSG00000211941	4.816675609	
ENSG00000282939	3.937540286	
ENSG00000274021	3.092563662	
ENSG00000100228	1.968183043	
ENSG00000116701	2.053776214	
ENSG00000114450	1.544732487	
ENSG00000041982	2.104978185	
ENSG00000109610	2.30203692	
ENSG00000123453	1.545111179	
ENSG00000006042	1.593514046	
ENSG00000170458	1.754106721	
ENSG00000145423	2.936928877	
ENSG00000265692	-1.631799639	
ENSG00000244575	4.339360189	
ENSG00000130475	1.805656402	
ENSG00000112139	1.595193289	
ENSG00000088882	2.784597548	
ENSG00000253842	2.743606054	
ENSG00000115165	1.965555197	
ENSG00000196684	2.036994809	
ENSG00000104972	2.193830209	
ENSG00000160593	2.297998068	
ENSG00000205054	2.630752241	
ENSG00000136286	1.864297611	
ENSG00000104783	1.767171882	
ENSG00000105855	2.387839786	
ENSG00000171951	2.008121282	
ENSG00000160862	3.823761205	
ENSG00000135362	1.721165457	
ENSG00000170017	1.583163793	
ENSG00000135604	2.039626285	
ENSG00000211945	4.225318209	
ENSG00000153064	2.683625457	
ENSG00000177272	3.184996545	
ENSG00000100889	1.561424755	
ENSG00000181036	2.457447838	
ENSG00000198848	2.736037164	
ENSG00000259592	-1.576606771	
ENSG00000211648	4.018800923	
ENSG00000054938	1.985248185	
ENSG00000187398	4.002606074	
ENSG00000183098	2.076092509	
ENSG00000090659	2.18698792	
ENSG00000172987	2.123476432	
ENSG00000172243	2.298083679	
ENSG00000163817	-3.308679563	
ENSG00000154175	1.61859101	
ENSG00000167895	1.826279427	
ENSG00000278090	-1.923516588	
ENSG00000158488	3.820463719	
ENSG00000060718	2.612743134	
ENSG00000144354	-1.856484964	
ENSG00000046653	1.672877908	
ENSG00000168995	2.751408374	
ENSG00000198156	-1.861639134	
ENSG00000118777	1.839731822	
ENSG00000211964	4.04538549	
ENSG00000243321	4.083427624	
ENSG00000273069	-2.758849866	
ENSG00000163568	2.70448541	
ENSG00000198626	2.917943281	
ENSG00000231741	-1.834345954	
ENSG00000167619	-2.177511893	
ENSG00000237484	3.237698878	
ENSG00000254211	2.741396354	
ENSG00000211890	3.531710386	
ENSG00000135077	1.510629307	
ENSG00000163017	3.342787803	
ENSG00000267069	3.489094287	
ENSG00000228624	1.527769546	
ENSG00000243449	2.01113248	
ENSG00000185269	-2.370190435	
ENSG00000227544	1.852845188	
ENSG00000105270	1.615473591	
ENSG00000158485	4.19844193	
ENSG00000155961	2.51955274	
ENSG00000179066	-2.756197276	
ENSG00000185565	2.64000817	
ENSG00000270392	-1.661844838	
ENSG00000176049	3.058250284	
ENSG00000153558	1.810218432	
ENSG00000165695	2.203621288	
ENSG00000112769	1.843582511	
ENSG00000211962	4.493361326	
ENSG00000117676	1.596534471	
ENSG00000108700	2.427466246	
ENSG00000026508	1.573006627	
ENSG00000184731	2.573584868	
ENSG00000105963	2.211950638	
ENSG00000187210	1.71491333	
ENSG00000283294	-2.164623921	
ENSG00000276085	3.279420036	
ENSG00000236333	2.993874614	
ENSG00000111199	2.044550858	
ENSG00000227766	2.470068386	
ENSG00000120217	1.543090888	
ENSG00000146386	1.637614785	
ENSG00000129596	2.135092377	
ENSG00000113578	1.649043719	
ENSG00000147676	3.912161926	
ENSG00000158022	-1.88601366	
ENSG00000187815	1.536951706	
ENSG00000150594	2.987224697	
ENSG00000228427	3.771310595	
ENSG00000176438	1.890024131	
ENSG00000135439	-1.538086609	
ENSG00000244025	-3.551397951	
ENSG00000221946	-1.821167785	
ENSG00000254481	2.012606391	
ENSG00000175175	2.468908206	
ENSG00000141506	1.911487854	
ENSG00000184601	2.731386646	
ENSG00000077942	1.711019671	
ENSG00000269068	-2.588771978	
ENSG00000137841	1.607134236	
ENSG00000253865	3.241049718	
ENSG00000065320	1.509577498	
ENSG00000050344	1.567311035	
ENSG00000224081	2.402706474	
ENSG00000146477	-1.971604565	
ENSG00000258572	1.860632609	
ENSG00000152503	2.094430514	
ENSG00000185985	3.14551592	
ENSG00000213886	4.200875866	
ENSG00000120907	3.105573271	
ENSG00000135333	1.899503254	
ENSG00000180767	2.641826451	
ENSG00000254726	2.304923199	
ENSG00000236754	-1.963586459	
ENSG00000255158	-1.803609643	
ENSG00000119147	2.415153294	
ENSG00000261652	-1.700864238	
ENSG00000221955	1.874654729	
ENSG00000140931	1.537400805	
ENSG00000124253	3.414891922	
ENSG00000163599	2.800628149	
ENSG00000230630	1.505669963	
ENSG00000148604	2.910707448	
ENSG00000112214	1.905394429	
ENSG00000127084	1.635126928	
ENSG00000164125	1.694852843	
ENSG00000225706	2.331939254	
ENSG00000231991	1.543874456	
ENSG00000150551	2.592994199	
ENSG00000255310	1.599896251	
ENSG00000165186	2.104384048	
ENSG00000135218	1.556370291	
ENSG00000272175	-2.249840012	
ENSG00000064666	1.718298325	
ENSG00000122176	2.196172276	
ENSG00000242371	3.965590875	
ENSG00000241158	2.663251737	
ENSG00000177108	2.141505808	
ENSG00000224557	3.803141105	
ENSG00000251455	-1.978156514	
ENSG00000158517	2.080569065	
ENSG00000234465	1.579420274	
ENSG00000186205	2.137063574	
ENSG00000089472	1.823945971	
ENSG00000100453	2.226370038	
ENSG00000240864	4.263649614	
ENSG00000135914	1.936509909	
ENSG00000058335	3.306837074	
ENSG00000073737	2.500096785	
ENSG00000134028	3.948567345	
ENSG00000125384	1.901410363	
ENSG00000092445	2.305188262	
ENSG00000158816	3.557749912	
ENSG00000267554	2.344505921	
ENSG00000256039	3.38981094	
ENSG00000171310	1.581206081	
ENSG00000211972	4.201347095	
ENSG00000177519	2.79890841	
ENSG00000227070	-1.611731027	
ENSG00000211900	4.177375463	
ENSG00000135549	1.513148946	
ENSG00000105894	1.826646617	
ENSG00000176387	1.857138664	
ENSG00000164294	1.566743506	
ENSG00000211965	4.279698172	
ENSG00000161243	2.057913788	
ENSG00000067798	1.616816398	
ENSG00000017427	1.540613598	
ENSG00000005513	1.566548059	
ENSG00000175745	2.502136782	
ENSG00000266980	-2.297804993	
ENSG00000139354	1.501650122	
ENSG00000271581	2.110542737	
ENSG00000228035	3.318391425	
ENSG00000163145	2.126563175	
ENSG00000080854	1.917580458	
ENSG00000243836	2.62336897	
ENSG00000270178	-2.21817285	
ENSG00000106333	1.507777179	
ENSG00000240382	3.893544082	
ENSG00000181218	1.518107783	
ENSG00000253284	2.85520357	
ENSG00000060138	-1.522664016	
ENSG00000204397	1.532013852	
ENSG00000211747	3.101965272	
ENSG00000059377	1.666793833	
ENSG00000224614	-2.290230852	
ENSG00000285525	3.415000729	
ENSG00000163794	-1.538909911	
ENSG00000204632	2.990287262	
ENSG00000196366	-1.805410634	
ENSG00000106069	2.030042627	
ENSG00000259916	3.364625279	
ENSG00000117586	1.627986717	
ENSG00000198417	1.542256514	
ENSG00000129474	1.539175153	
ENSG00000164692	1.731232187	
ENSG00000143429	1.736618765	
ENSG00000185760	-2.140161665	
ENSG00000159176	1.742717495	
ENSG00000163629	1.713012725	
ENSG00000263220	-1.688391015	
ENSG00000226067	1.581202302	
ENSG00000273687	-2.529956069	
ENSG00000235997	2.020845854	
ENSG00000241978	2.513239738	
ENSG00000124491	2.04850572	
ENSG00000254510	3.609243479	
ENSG00000188389	2.727004562	
ENSG00000204516	1.614399605	
ENSG00000109944	2.079938591	
ENSG00000162692	1.775772248	
ENSG00000106511	1.555686923	
ENSG00000135114	1.912194117	
ENSG00000131435	1.622579138	
ENSG00000279369	1.817368425	
ENSG00000185610	1.971754191	
ENSG00000180353	1.521118778	
ENSG00000105383	1.822544595	
ENSG00000150051	2.967985428	
ENSG00000167244	1.698299831	
ENSG00000105609	1.72428937	
ENSG00000102245	2.640900013	
ENSG00000172578	1.510049197	
ENSG00000203747	2.124466116	
ENSG00000115425	1.996661399	
ENSG00000134242	2.060537818	
ENSG00000171094	3.654696568	
ENSG00000273485	-1.679888139	
ENSG00000072133	1.519182935	
ENSG00000138395	1.67408079	
ENSG00000185352	-2.160578275	
ENSG00000239975	4.004008005	
ENSG00000225465	1.852746841	
ENSG00000211956	3.749405062	
ENSG00000234883	2.403960527	
ENSG00000122223	2.328082077	
ENSG00000204475	2.272195947	
ENSG00000230387	1.978271183	
ENSG00000182050	3.87897975	
ENSG00000163564	2.036744083	
ENSG00000147036	1.721790579	
ENSG00000224728	-1.562095509	
ENSG00000132170	2.480106319	
ENSG00000100092	1.605794876	
ENSG00000216775	1.783609485	
ENSG00000135094	2.43820226	
ENSG00000197992	3.346861911	
ENSG00000241244	4.232964824	
ENSG00000228395	1.506425524	
ENSG00000203772	3.734156419	
ENSG00000198743	1.5141781	
ENSG00000164764	2.761763137	
ENSG00000243422	2.221437821	
ENSG00000124575	3.804934028	
ENSG00000264548	-1.725587711	
ENSG00000143365	-1.697241217	
ENSG00000163430	1.532241439	
ENSG00000269190	1.587023267	
ENSG00000009950	-1.710528262	
ENSG00000282651	4.730394898	
ENSG00000258791	3.334780969	
ENSG00000182195	1.516903401	
ENSG00000198759	3.968425233	
ENSG00000235358	-2.023561087	
ENSG00000251586	2.73651745	
ENSG00000120251	-2.402026687	
ENSG00000111679	1.594333207	
ENSG00000164935	3.688933246	
ENSG00000164627	2.208617166	
ENSG00000226087	2.54867465	
ENSG00000135046	1.556257195	
ENSG00000115085	1.528204813	
ENSG00000163235	1.946761361	
ENSG00000187510	3.889487407	
ENSG00000118729	1.521055123	
ENSG00000228594	1.77686189	
ENSG00000150681	2.33828114	
ENSG00000168743	1.535034762	
ENSG00000213386	-2.527887216	
ENSG00000152580	1.901724849	
ENSG00000254802	2.746672513	
ENSG00000115226	1.836213811	
ENSG00000260646	-1.553799415	
ENSG00000166920	2.032913918	
ENSG00000272419	1.749227387	
ENSG00000265763	2.41854624	
ENSG00000235568	1.923436187	
ENSG00000099365	1.690002008	
ENSG00000275302	2.106341596	
ENSG00000186265	2.625785301	
ENSG00000109107	2.135052403	
ENSG00000258227	2.687024477	
ENSG00000123685	1.629113084	
ENSG00000050730	3.434694545	
ENSG00000280219	2.24854613	
ENSG00000273221	2.043488023	
ENSG00000285681	2.831437825	
ENSG00000198019	3.040058794	
ENSG00000272463	1.652758646	
ENSG00000168298	2.996722475	
ENSG00000121380	3.595726621	
ENSG00000182463	1.630868172	
ENSG00000147257	2.244501266	
ENSG00000135835	1.521315585	
ENSG00000173930	2.232899951	
ENSG00000223403	1.919709897	
ENSG00000211933	4.645884059	
ENSG00000105974	1.669576193	
ENSG00000241294	4.310844444	
ENSG00000211625	4.027801697	
ENSG00000132821	1.879825657	
ENSG00000179639	2.03023504	
ENSG00000170927	2.633273847	
ENSG00000265408	-2.190275388	
ENSG00000170421	1.992872578	
ENSG00000105643	-1.571618792	
ENSG00000100298	2.374775183	
ENSG00000156414	1.662748026	
ENSG00000227496	2.396504797	
ENSG00000204850	1.987281023	
ENSG00000148600	2.72052928	
ENSG00000034053	1.76106847	
ENSG00000101082	1.916024458	
ENSG00000062282	2.983090189	
ENSG00000130755	1.509623921	
ENSG00000279611	2.198401728	
ENSG00000141576	-1.603413793	
ENSG00000273300	-1.640571819	
ENSG00000121895	2.396246888	
ENSG00000082497	1.717246775	
ENSG00000240137	2.272530111	
ENSG00000207260	-2.021346453	
ENSG00000196209	1.827268964	
ENSG00000221502	3.050724526	
ENSG00000260179	-1.575812635	
ENSG00000283929	-1.540810547	
ENSG00000168314	-1.923772667	
ENSG00000211935	3.925800519	
ENSG00000134256	2.52016455	
ENSG00000132554	2.905179308	
ENSG00000066336	1.596976459	
ENSG00000251411	-1.644697771	
ENSG00000149591	1.880666068	
ENSG00000166250	2.047946437	
ENSG00000211937	3.722316218	
ENSG00000280721	2.413450348	
ENSG00000159618	2.43019789	
ENSG00000038427	1.525478891	
ENSG00000186197	2.849919496	
ENSG00000168081	3.705376791	
ENSG00000166426	2.907312435	
ENSG00000171864	3.829673849	
ENSG00000235263	-2.001774104	
ENSG00000232237	2.199207361	
ENSG00000167984	1.614809471	
ENSG00000179133	2.429542659	
ENSG00000277759	-1.531069903	
ENSG00000163600	2.537951332	
ENSG00000173762	1.787676365	
ENSG00000266385	-1.798171155	
ENSG00000104814	1.75741737	
ENSG00000255836	2.153998137	
ENSG00000250917	-1.662285325	
ENSG00000232810	2.258490959	
ENSG00000180096	1.53475846	
ENSG00000182557	2.30918408	
ENSG00000197249	2.117853189	
ENSG00000272128	-2.108189429	
ENSG00000144619	1.97216371	
ENSG00000280832	1.746379967	
ENSG00000260685	-2.610187535	
ENSG00000272913	1.655882665	
ENSG00000265206	2.16400475	
ENSG00000177291	2.813201199	
ENSG00000211789	3.517461843	
ENSG00000074706	1.826111437	
ENSG00000108821	2.042941428	
ENSG00000123243	1.533367794	
ENSG00000276269	-2.514634747	
ENSG00000139194	1.912160553	
ENSG00000007174	2.663769946	
ENSG00000138685	1.645673648	
ENSG00000133020	2.425074852	
ENSG00000153898	2.120863211	
ENSG00000237512	2.385212374	
ENSG00000101049	2.522598018	
ENSG00000162433	1.889106701	
ENSG00000162733	1.783738385	
ENSG00000224041	3.971224729	
ENSG00000134508	1.800141715	
ENSG00000183153	1.685480954	
ENSG00000198354	2.189179387	
ENSG00000015285	1.523607507	
ENSG00000183784	1.916855509	
ENSG00000125869	3.125094781	
ENSG00000181631	2.067686207	
ENSG00000101336	1.66797014	
ENSG00000135898	3.074381212	
ENSG00000188596	2.301813006	
ENSG00000238121	2.272908452	
ENSG00000103335	1.595317416	
ENSG00000228360	-2.409337116	
ENSG00000131242	1.530225074	
ENSG00000178826	2.522529903	
ENSG00000163932	1.517403687	
ENSG00000157654	2.819869816	
ENSG00000165194	1.67438815	
ENSG00000169297	3.652552152	
ENSG00000175077	4.316518703	
ENSG00000133256	1.617493792	
ENSG00000175643	1.584924091	
ENSG00000173391	3.124837635	
ENSG00000164638	2.116469264	
ENSG00000110934	1.671312742	
ENSG00000237422	2.265292506	
ENSG00000197614	1.780369231	
ENSG00000169508	1.583439077	
ENSG00000170323	2.486120777	
ENSG00000257027	1.711174171	
ENSG00000243290	3.903035322	
ENSG00000196639	1.623139384	
ENSG00000255422	3.430229717	
ENSG00000236352	1.618337218	
ENSG00000111341	1.578189395	
ENSG00000198963	2.847311306	
ENSG00000174370	1.639712274	
ENSG00000273162	1.698318536	
ENSG00000163710	2.275806668	
ENSG00000124920	2.242582425	
ENSG00000002933	1.643366265	
ENSG00000176092	2.202505487	
ENSG00000213424	3.042965389	
ENSG00000225077	2.370686823	
ENSG00000106278	3.054152141	
ENSG00000261978	2.121885544	
ENSG00000267815	-1.790711427	
ENSG00000160161	2.892236128	
ENSG00000100156	1.668582026	
ENSG00000105290	1.558904883	
ENSG00000235576	2.599905004	
ENSG00000092853	1.550413753	
ENSG00000204482	1.7864832	
ENSG00000144481	3.3362659	
ENSG00000266088	2.65215296	
ENSG00000182950	1.899582925	
ENSG00000199477	-1.562456551	
ENSG00000169282	1.91822498	
ENSG00000281195	2.319884649	
ENSG00000185338	1.503418355	
ENSG00000164488	2.521428369	
ENSG00000184564	2.532432293	
ENSG00000135414	1.509213808	
ENSG00000235052	-1.868692033	
ENSG00000039139	1.95798879	
ENSG00000227191	2.04642404	
ENSG00000077943	1.811891977	
ENSG00000237187	1.873374352	
ENSG00000164181	2.06572027	
ENSG00000126218	1.507974349	
ENSG00000251432	1.515612585	
ENSG00000187726	-1.553358712	
ENSG00000185332	-2.182605573	
ENSG00000236120	2.046980349	
ENSG00000139970	1.667900958	
ENSG00000284977	1.630878226	
ENSG00000101335	1.732021815	
ENSG00000130173	3.140629088	
ENSG00000262624	-1.891007265	
ENSG00000273424	-1.58146362	
ENSG00000142347	1.594621954	
ENSG00000211951	4.24652487	
ENSG00000151025	1.849080829	
ENSG00000182612	1.657359245	
ENSG00000240270	-3.308321214	
ENSG00000279489	-1.83460928	
ENSG00000117394	2.053910437	
ENSG00000173662	1.97195874	
ENSG00000229028	3.239848998	
ENSG00000124225	1.55056205	
ENSG00000168229	1.694431162	
ENSG00000134532	1.994190718	
ENSG00000277089	3.558776959	
ENSG00000269460	3.422790047	
ENSG00000211689	2.155310548	
ENSG00000276070	2.542515016	
ENSG00000185008	1.870291525	
ENSG00000100162	1.921845621	
ENSG00000164879	1.722085877	
ENSG00000121957	1.615806077	
ENSG00000094796	2.232119713	
ENSG00000217330	-2.398990451	
ENSG00000116183	2.023663079	
ENSG00000276122	3.790084817	
ENSG00000167513	1.664574919	
ENSG00000196924	1.619539282	
ENSG00000258851	2.546589988	
ENSG00000228168	2.91911873	
ENSG00000181291	2.602802283	
ENSG00000260943	-3.074005841	
ENSG00000197584	3.054708964	
ENSG00000134258	2.798935754	
ENSG00000242258	3.074103838	
ENSG00000280135	2.504323671	
ENSG00000002079	2.930891779	
ENSG00000107984	-2.332056368	
ENSG00000157617	1.514150702	
ENSG00000078725	1.970617115	
ENSG00000249790	2.17984979	
ENSG00000277737	2.97888391	
ENSG00000242076	3.878995688	
ENSG00000246430	1.808624415	
ENSG00000225783	1.763546287	
ENSG00000245164	1.956841049	
ENSG00000279673	1.515398121	
ENSG00000186081	3.154152548	
ENSG00000184347	1.769613371	
ENSG00000108405	1.904385845	
ENSG00000261863	-1.757148935	
ENSG00000205279	2.234818513	
ENSG00000226145	2.07758939	
ENSG00000141579	-2.589846598	
ENSG00000137642	1.516445043	
ENSG00000166347	1.508673185	
ENSG00000139549	2.041424679	
ENSG00000110092	1.717511583	
ENSG00000278771	2.905187781	
ENSG00000148204	3.310108462	
ENSG00000172817	2.12336852	
ENSG00000008394	2.413136531	
ENSG00000163661	-2.226329377	
ENSG00000217643	3.190993964	
ENSG00000157150	1.885179288	
ENSG00000259687	1.974794296	
ENSG00000137142	3.18627628	
ENSG00000230006	1.92350711	
ENSG00000073734	3.037253722	
ENSG00000014257	2.686611684	
ENSG00000261587	-1.959192866	
ENSG00000178404	2.275373006	
ENSG00000230155	2.571573474	
ENSG00000188833	-2.615940403	
ENSG00000159753	1.74117273	
ENSG00000283383	2.539024465	
ENSG00000135678	1.867443831	
ENSG00000111404	2.064040561	
ENSG00000006555	2.35405572	
ENSG00000027869	1.723152053	
ENSG00000276975	2.023048298	
ENSG00000060558	1.696477694	
ENSG00000272701	3.231396284	
ENSG00000204380	2.880501611	
ENSG00000167912	2.434277585	
ENSG00000277632	1.612999977	
ENSG00000007129	2.102439916	
ENSG00000186638	1.648971132	
ENSG00000176788	1.681109392	
ENSG00000227039	1.978722645	
ENSG00000255197	2.102953754	
ENSG00000246100	1.61002671	
ENSG00000102287	2.074786498	
ENSG00000181634	2.306161552	
ENSG00000206579	2.41154005	
ENSG00000238057	1.652258592	
ENSG00000159374	1.957223189	
ENSG00000232818	1.521850952	
ENSG00000144278	2.716806376	
ENSG00000278196	3.338398017	
ENSG00000186897	3.161957758	
ENSG00000112414	1.648360023	
ENSG00000064989	1.595651704	
ENSG00000129204	-1.71845377	
ENSG00000186074	1.874592859	
ENSG00000072071	1.566755097	
ENSG00000229023	2.544739373	
ENSG00000253183	3.0632772	
ENSG00000271133	2.310359975	
ENSG00000157542	2.67387013	
ENSG00000240505	3.409059963	
ENSG00000139209	-1.699653945	
ENSG00000140403	1.525890734	
ENSG00000146904	2.075082568	
ENSG00000233521	2.696965187	
ENSG00000182389	1.518270275	
ENSG00000273216	-1.645179202	
ENSG00000276778	3.274284589	
ENSG00000281103	1.972804978	
ENSG00000039537	2.348157383	
ENSG00000166546	1.954661793	
ENSG00000211795	3.270930551	
ENSG00000236481	3.35689676	
ENSG00000214402	1.601284955	
ENSG00000136634	2.285157683	
ENSG00000102962	2.098632243	
ENSG00000182183	1.843944228	
ENSG00000211786	3.249797589	
ENSG00000222057	1.928537018	
ENSG00000206120	2.598260676	
ENSG00000237797	2.930494661	
ENSG00000163618	2.869299884	
ENSG00000180139	2.399487406	
ENSG00000242887	3.551889777	
ENSG00000166928	1.852730706	
ENSG00000285844	-1.696987263	
ENSG00000142512	1.867238237	
ENSG00000118596	1.786114842	
ENSG00000173698	2.074269698	
ENSG00000226674	2.009270232	
ENSG00000102970	2.814213112	
ENSG00000139220	1.901735381	
ENSG00000008226	2.095683134	
ENSG00000171757	1.640147365	
ENSG00000205744	1.647040709	
ENSG00000229321	-2.046242518	
ENSG00000211959	3.336611859	
ENSG00000178531	2.116841813	
ENSG00000256189	-1.557036782	
ENSG00000076770	1.615716251	
ENSG00000125910	1.649600697	
ENSG00000271447	1.862834949	
ENSG00000161682	1.505790877	
ENSG00000075275	1.893348691	
ENSG00000225519	3.41897679	
ENSG00000162490	2.143776342	
ENSG00000154864	1.872966773	
ENSG00000234362	2.270582549	
ENSG00000085563	1.975354486	
ENSG00000218416	-2.275405591	
ENSG00000281852	2.76235961	
ENSG00000174500	2.159163825	
ENSG00000183160	1.801875844	
ENSG00000253686	3.187756446	
ENSG00000055118	1.5370268	
ENSG00000120669	1.766478422	
ENSG00000272763	3.053242332	
ENSG00000188158	1.630067097	
ENSG00000211976	3.285332554	
ENSG00000108960	2.14719665	
ENSG00000198785	2.29200966	
ENSG00000266524	2.09983225	
ENSG00000230521	1.562542621	
ENSG00000206432	2.249849468	
ENSG00000167850	1.968661232	
ENSG00000140807	2.022799819	
ENSG00000283265	3.130912982	
ENSG00000186684	1.663870945	
ENSG00000251039	3.964857263	
ENSG00000156475	1.684542039	
ENSG00000211593	3.343752837	
ENSG00000186854	1.528069502	
ENSG00000111432	1.641582899	
ENSG00000261889	2.233640125	
ENSG00000254826	3.62015516	
ENSG00000127083	1.65318776	
ENSG00000271329	-2.172435435	
ENSG00000232229	1.812251275	
ENSG00000144057	2.981955825	
ENSG00000100448	1.758164259	
ENSG00000211734	3.189171028	
ENSG00000211967	3.676017764	
ENSG00000125245	2.53615965	
ENSG00000092009	1.853241254	
ENSG00000211858	2.938119136	
ENSG00000282780	2.9990504	
ENSG00000260979	-1.605197298	
ENSG00000158089	1.718305683	
ENSG00000138944	1.692489367	
ENSG00000172901	1.790589957	
ENSG00000236411	1.770894571	
ENSG00000164647	2.155929373	
ENSG00000136267	2.090118452	
ENSG00000277851	2.174657648	
ENSG00000157999	-1.618333798	
ENSG00000224650	2.4287544	
ENSG00000271754	-1.596652862	
ENSG00000274576	3.531746356	
ENSG00000132938	1.938649566	
ENSG00000169884	1.584205028	
ENSG00000215559	2.256017962	
ENSG00000176490	1.599003447	
ENSG00000157766	2.433996535	
ENSG00000283071	3.032262398	
ENSG00000265787	-1.831668604	
ENSG00000162687	1.61808579	
ENSG00000202538	2.578151244	
ENSG00000233397	2.980840233	
ENSG00000137441	1.802015633	
ENSG00000152315	2.901174292	
ENSG00000144031	2.063345023	
ENSG00000213809	2.394767134	
ENSG00000087116	1.64344744	
ENSG00000228166	3.332606194	
ENSG00000260433	3.152075227	
ENSG00000260192	2.928309836	
ENSG00000216588	2.703041879	
ENSG00000269404	1.916937677	
ENSG00000264707	3.084595181	
ENSG00000211778	3.456560045	
ENSG00000259436	2.577499244	
ENSG00000248869	2.132252756	
ENSG00000140678	1.704991377	
ENSG00000064692	1.729463579	
