Ensembl_id	Padj
ENSG00000136848	0.003453178
ENSG00000174437	0.003454316
ENSG00000197616	0.003485883
ENSG00000129116	0.003489456
ENSG00000189221	0.003491547
ENSG00000123992	0.003504059
ENSG00000215386	0.00352561
ENSG00000175575	0.003538225
ENSG00000205189	0.003539232
ENSG00000261556	0.003551156
ENSG00000011451	0.003552178
ENSG00000159714	0.00355391
ENSG00000107551	0.003556134
ENSG00000213853	0.003594902
ENSG00000183431	0.003595822
ENSG00000076984	0.003597579
ENSG00000049540	0.003597848
ENSG00000260083	0.003601983
ENSG00000119487	0.00360453
ENSG00000159200	0.003606603
ENSG00000102871	0.003631168
ENSG00000128951	0.003676316
ENSG00000106263	0.00368695
ENSG00000221978	0.003694859
ENSG00000152700	0.003710489
ENSG00000091656	0.003711853
ENSG00000119865	0.0037211
ENSG00000105829	0.003745084
ENSG00000233006	0.003772691
ENSG00000100226	0.003791849
ENSG00000182095	0.003793238
ENSG00000114956	0.003793277
ENSG00000125447	0.003797377
ENSG00000074800	0.003820452
ENSG00000113742	0.003820959
ENSG00000122515	0.003839278
ENSG00000138190	0.003861019
ENSG00000147526	0.003891294
ENSG00000248508	0.003896156
ENSG00000129682	0.003913818
ENSG00000151240	0.003969495
ENSG00000005981	0.003971408
ENSG00000142188	0.004015478
ENSG00000255182	0.004024091
ENSG00000151150	0.004025546
ENSG00000169230	0.004026774
ENSG00000259673	0.004031788
ENSG00000141522	0.004035284
ENSG00000132849	0.004045428
ENSG00000115525	0.004074191
ENSG00000198821	0.00413079
ENSG00000135404	0.004135381
ENSG00000177311	0.004182186
ENSG00000134744	0.004199831
ENSG00000182871	0.004201538
ENSG00000168300	0.004232542
ENSG00000104870	0.004232552
ENSG00000116209	0.004237188
ENSG00000167632	0.00431894
ENSG00000113594	0.004371057
ENSG00000171988	0.004374192
ENSG00000165138	0.004399481
ENSG00000133030	0.004421832
ENSG00000160570	0.004430829
ENSG00000091039	0.00443118
ENSG00000162517	0.004449535
ENSG00000131051	0.004468312
ENSG00000138347	0.004468368
ENSG00000115415	0.004472365
ENSG00000008952	0.00451444
ENSG00000116260	0.004516059
ENSG00000132681	0.004537385
ENSG00000127452	0.004539204
ENSG00000149091	0.004541288
ENSG00000169926	0.004594632
ENSG00000133321	0.004642982
ENSG00000174996	0.004654747
ENSG00000143442	0.004674638
ENSG00000099917	0.004675469
ENSG00000183011	0.004704342
ENSG00000030419	0.004707504
ENSG00000140829	0.004727932
ENSG00000067082	0.00472939
ENSG00000133121	0.004777957
ENSG00000130779	0.0047901
ENSG00000176542	0.00480467
ENSG00000132781	0.004810175
ENSG00000263072	0.004815843
ENSG00000176101	0.004840987
ENSG00000197879	0.004852585
ENSG00000090054	0.004855726
ENSG00000156411	0.004888338
ENSG00000162772	0.004890515
ENSG00000174953	0.004928353
ENSG00000175699	0.004935416
ENSG00000157985	0.004997433
ENSG00000266258	0.005016772
ENSG00000099219	0.005041763
ENSG00000198478	0.005045345
ENSG00000115758	0.005049847
ENSG00000179222	0.005060678
ENSG00000089351	0.005067621
ENSG00000104129	0.005071665
ENSG00000136156	0.005077901
ENSG00000134255	0.005139386
ENSG00000129933	0.005145674
ENSG00000139350	0.005192928
ENSG00000224597	0.005251795
ENSG00000070808	0.005252764
ENSG00000231389	0.00528545
ENSG00000108651	0.00529137
ENSG00000164136	0.005296398
ENSG00000136143	0.005340043
ENSG00000131174	0.005366475
ENSG00000105700	0.005368398
ENSG00000196091	0.005375737
ENSG00000138138	0.005432697
ENSG00000188647	0.00543535
ENSG00000128609	0.005453672
ENSG00000071994	0.005481565
ENSG00000160310	0.005510201
ENSG00000147166	0.005540693
ENSG00000136731	0.005598414
ENSG00000105185	0.005656986
ENSG00000178209	0.005658258
ENSG00000152795	0.005684973
ENSG00000197601	0.00568717
ENSG00000123342	0.005692512
ENSG00000105053	0.005707084
ENSG00000103363	0.005707303
ENSG00000181019	0.005712714
ENSG00000089094	0.005740952
ENSG00000197857	0.005743789
ENSG00000167123	0.005747988
ENSG00000197694	0.00575965
ENSG00000182985	0.005769873
ENSG00000171824	0.005780864
ENSG00000126777	0.005810267
ENSG00000175182	0.005834531
ENSG00000131435	0.005867069
ENSG00000184083	0.005883871
ENSG00000113441	0.005885087
ENSG00000126804	0.00592304
ENSG00000072778	0.005925062
ENSG00000153827	0.005930441
ENSG00000189223	0.005960801
ENSG00000205531	0.006013887
ENSG00000236404	0.00602941
ENSG00000023191	0.006045712
ENSG00000232593	0.006049739
ENSG00000087460	0.006056911
ENSG00000104517	0.006081563
ENSG00000103245	0.006102441
ENSG00000047346	0.006139616
ENSG00000157470	0.006190223
ENSG00000112425	0.006243251
ENSG00000187608	0.006273884
ENSG00000134697	0.006386917
ENSG00000145335	0.006393831
ENSG00000164309	0.006396291
ENSG00000157020	0.006397551
ENSG00000170677	0.006397776
ENSG00000105137	0.006403526
ENSG00000182899	0.00640895
ENSG00000183401	0.006409371
ENSG00000102683	0.006409682
ENSG00000127824	0.006414507
ENSG00000112659	0.006421727
ENSG00000196547	0.006427703
ENSG00000124116	0.006450549
ENSG00000108671	0.006498359
ENSG00000077254	0.006500305
ENSG00000061656	0.00650163
ENSG00000140044	0.006503357
ENSG00000174373	0.006505912
ENSG00000050426	0.006528865
ENSG00000153201	0.006583731
ENSG00000159082	0.00659661
ENSG00000186642	0.006596728
ENSG00000115705	0.006597395
ENSG00000185880	0.006604805
ENSG00000250303	0.006625221
ENSG00000179387	0.006701795
ENSG00000140750	0.006716407
ENSG00000237945	0.006720078
ENSG00000110422	0.006733603
ENSG00000173320	0.006749369
ENSG00000052841	0.006758361
ENSG00000160953	0.006758672
ENSG00000214253	0.006761764
ENSG00000168209	0.006764825
ENSG00000116489	0.006796449
ENSG00000147535	0.006873908
ENSG00000125991	0.006929989
ENSG00000196233	0.006935641
ENSG00000131981	0.006936473
ENSG00000211899	0.00696662
ENSG00000105877	0.006972533
ENSG00000132541	0.006980869
ENSG00000163939	0.006982524
ENSG00000140995	0.006992964
ENSG00000135341	0.006996848
ENSG00000162402	0.006997902
ENSG00000167705	0.007005598
ENSG00000142875	0.007033718
ENSG00000105707	0.007034043
ENSG00000047188	0.007034504
ENSG00000059122	0.007034879
ENSG00000158571	0.007055806
ENSG00000197893	0.007062154
ENSG00000121680	0.007064668
ENSG00000204642	0.007139252
ENSG00000132600	0.007155918
ENSG00000196263	0.007165368
ENSG00000197457	0.007230671
ENSG00000167674	0.007241703
ENSG00000065154	0.007242877
ENSG00000198431	0.007245053
ENSG00000168517	0.007246229
ENSG00000142089	0.007281794
ENSG00000198252	0.007319561
ENSG00000105364	0.007324664
ENSG00000127241	0.007331506
ENSG00000090372	0.007336123
ENSG00000163832	0.007339356
ENSG00000104980	0.007347613
ENSG00000233593	0.0073503
ENSG00000143669	0.007351873
ENSG00000151726	0.007387729
ENSG00000076067	0.007419805
ENSG00000156171	0.007421148
ENSG00000163803	0.007423748
ENSG00000132341	0.00742556
ENSG00000108639	0.007426108
ENSG00000187778	0.007429351
ENSG00000166974	0.007447028
ENSG00000169247	0.007452396
ENSG00000154721	0.007453005
ENSG00000170315	0.007461856
ENSG00000077009	0.007471779
ENSG00000102786	0.007477483
ENSG00000134987	0.00749875
ENSG00000198931	0.007524437
ENSG00000107960	0.007526317
ENSG00000102054	0.007559657
ENSG00000158458	0.007573261
ENSG00000184863	0.007618692
ENSG00000218336	0.007623098
ENSG00000198771	0.007631729
ENSG00000140511	0.007649188
ENSG00000140853	0.007658469
ENSG00000154188	0.007658544
ENSG00000101365	0.007661634
ENSG00000167549	0.007663772
ENSG00000198356	0.007701604
ENSG00000088827	0.007703113
ENSG00000081248	0.007705036
ENSG00000139626	0.007758289
ENSG00000074054	0.007774838
ENSG00000163395	0.007777366
ENSG00000118518	0.00778027
ENSG00000165914	0.007783812
ENSG00000064932	0.007787138
ENSG00000178821	0.007788062
ENSG00000085224	0.007791679
ENSG00000159496	0.007795363
ENSG00000064687	0.007797753
ENSG00000124486	0.007798443
ENSG00000167460	0.007799507
ENSG00000168036	0.007822099
ENSG00000151632	0.007827378
ENSG00000101199	0.007853473
ENSG00000110888	0.007875132
ENSG00000253729	0.007888535
ENSG00000134684	0.007903971
ENSG00000196839	0.007910556
ENSG00000147475	0.007958112
ENSG00000106484	0.007971907
ENSG00000128309	0.008016052
ENSG00000101353	0.008016751
ENSG00000073282	0.008019569
ENSG00000162222	0.008019873
ENSG00000103994	0.008043274
ENSG00000122566	0.008081033
ENSG00000196419	0.008113723
ENSG00000119760	0.008155971
ENSG00000141279	0.008175695
ENSG00000075702	0.008176245
ENSG00000113369	0.008250796
ENSG00000204219	0.008258873
ENSG00000164751	0.008268378
ENSG00000152601	0.008294591
ENSG00000108840	0.008326296
ENSG00000120594	0.008349839
ENSG00000175334	0.008357603
ENSG00000161638	0.008358151
ENSG00000170871	0.008361131
ENSG00000132002	0.008362469
ENSG00000102081	0.008411324
ENSG00000163848	0.00841389
ENSG00000154511	0.008422838
ENSG00000107863	0.008496529
ENSG00000171735	0.008499273
ENSG00000148357	0.008499903
ENSG00000165195	0.008521635
ENSG00000168778	0.008595501
ENSG00000140365	0.008623141
ENSG00000061676	0.008625912
ENSG00000234281	0.008653099
ENSG00000247828	0.008655937
ENSG00000105662	0.008696367
ENSG00000075336	0.008699547
ENSG00000101605	0.008715179
ENSG00000079819	0.008737862
ENSG00000019582	0.008750832
ENSG00000090339	0.008755075
ENSG00000130396	0.008777623
ENSG00000115339	0.008793916
ENSG00000179057	0.008794987
ENSG00000177354	0.008800205
ENSG00000231890	0.008803897
ENSG00000152223	0.008804414
ENSG00000116604	0.008820732
ENSG00000139613	0.008857191
ENSG00000140022	0.008919981
ENSG00000035681	0.008922473
ENSG00000130349	0.008961324
ENSG00000146094	0.008994141
ENSG00000171791	0.009014061
ENSG00000183621	0.009017635
ENSG00000134020	0.00907576
ENSG00000185477	0.009077819
ENSG00000184922	0.009081745
ENSG00000103275	0.009087855
ENSG00000225138	0.009088503
ENSG00000070366	0.00908851
ENSG00000133313	0.009101584
ENSG00000078304	0.009109702
ENSG00000188846	0.009111439
ENSG00000114857	0.009152242
ENSG00000171793	0.009166558
ENSG00000165029	0.009220034
ENSG00000151617	0.009224005
ENSG00000110367	0.009243807
ENSG00000089280	0.009258683
ENSG00000130695	0.009333548
ENSG00000196704	0.009338639
ENSG00000009413	0.009340321
ENSG00000091262	0.009409091
ENSG00000122783	0.009427221
ENSG00000162614	0.009479296
ENSG00000113319	0.009548254
ENSG00000169894	0.009551165
ENSG00000164808	0.009555883
ENSG00000122218	0.009558887
ENSG00000143341	0.009569042
ENSG00000164091	0.009582985
ENSG00000132953	0.009585701
ENSG00000170852	0.009588146
ENSG00000172399	0.009594413
ENSG00000196405	0.009616464
ENSG00000125735	0.009700804
ENSG00000275302	0.009701024
ENSG00000112701	0.009701931
ENSG00000154743	0.00971152
ENSG00000104859	0.009726766
ENSG00000262454	0.0097502
ENSG00000167552	0.009757646
ENSG00000249115	0.009759904
ENSG00000077721	0.009776403
ENSG00000205622	0.009789047
ENSG00000132294	0.009800503
ENSG00000167566	0.009823637
ENSG00000196586	0.009857686
ENSG00000122674	0.009857992
ENSG00000140262	0.009903888
ENSG00000087095	0.009906563
ENSG00000164329	0.009911324
ENSG00000253755	0.009972574
