Ensembl_id	Padj
ENSG00000196865	0.000829763
ENSG00000122034	0.000830276
ENSG00000115875	0.000830277
ENSG00000145592	0.000834505
ENSG00000182866	0.00084189
ENSG00000048740	0.000848191
ENSG00000226419	0.000856718
ENSG00000167074	0.000865849
ENSG00000109846	0.000871684
ENSG00000234741	0.000880356
ENSG00000197037	0.000881924
ENSG00000168393	0.000882145
ENSG00000105426	0.000882253
ENSG00000117228	0.000883578
ENSG00000176834	0.000895185
ENSG00000095713	0.000901333
ENSG00000196218	0.000906722
ENSG00000139132	0.000912347
ENSG00000198265	0.00094374
ENSG00000006607	0.000953174
ENSG00000169715	0.000967475
ENSG00000196923	0.000967581
ENSG00000109046	0.000967787
ENSG00000126226	0.000967942
ENSG00000197696	0.000968459
ENSG00000134152	0.000968741
ENSG00000132424	0.000970905
ENSG00000100243	0.000971022
ENSG00000175899	0.000971025
ENSG00000126217	0.000984162
ENSG00000167110	0.000990583
ENSG00000128606	0.001014543
ENSG00000186352	0.001015214
ENSG00000171204	0.001017376
ENSG00000175198	0.001020056
ENSG00000169871	0.001029711
ENSG00000168958	0.001030129
ENSG00000108370	0.001048509
ENSG00000099954	0.00104867
ENSG00000179218	0.001049158
ENSG00000157764	0.001049733
ENSG00000164104	0.001058735
ENSG00000107796	0.001079464
ENSG00000111786	0.001080105
ENSG00000079393	0.001080991
ENSG00000159674	0.001096168
ENSG00000100852	0.001096334
ENSG00000149311	0.001098228
ENSG00000109771	0.001106388
ENSG00000138279	0.001106833
ENSG00000114391	0.001111594
ENSG00000104897	0.001118625
ENSG00000100567	0.001121775
ENSG00000105643	0.001122599
ENSG00000229391	0.001125483
ENSG00000167208	0.001126197
ENSG00000079156	0.001126421
ENSG00000169905	0.001126755
ENSG00000166387	0.001126925
ENSG00000132549	0.001130296
ENSG00000074964	0.001141791
ENSG00000139083	0.001142058
ENSG00000083750	0.001143151
ENSG00000136709	0.001143615
ENSG00000131067	0.001145081
ENSG00000145391	0.001152055
ENSG00000111666	0.001159388
ENSG00000166741	0.001163851
ENSG00000213339	0.001170038
ENSG00000152234	0.001170676
ENSG00000165434	0.0011721
ENSG00000140153	0.001172213
ENSG00000103365	0.001173324
ENSG00000178104	0.00117574
ENSG00000154553	0.001176144
ENSG00000114120	0.001176948
ENSG00000225663	0.001186017
ENSG00000141644	0.001198664
ENSG00000198168	0.001200235
ENSG00000134852	0.00120209
ENSG00000173193	0.00120516
ENSG00000205937	0.001205683
ENSG00000178951	0.001216374
ENSG00000254860	0.001219887
ENSG00000120549	0.001220122
ENSG00000173692	0.001258073
ENSG00000138071	0.001260121
ENSG00000160678	0.001273206
ENSG00000141401	0.001286031
ENSG00000136560	0.001287968
ENSG00000179588	0.001304029
ENSG00000158201	0.001314266
ENSG00000162413	0.001315444
ENSG00000130844	0.00131999
ENSG00000100600	0.001329341
ENSG00000103811	0.00133678
ENSG00000129103	0.001337659
ENSG00000059145	0.001356084
ENSG00000133401	0.001379484
ENSG00000160392	0.001381305
ENSG00000173473	0.001385111
ENSG00000048707	0.001391927
ENSG00000101940	0.001395077
ENSG00000018280	0.001404785
ENSG00000163584	0.001405957
ENSG00000066056	0.001407674
ENSG00000232119	0.001412616
ENSG00000066777	0.001415035
ENSG00000105486	0.001434015
ENSG00000149532	0.001434371
ENSG00000166317	0.001439241
ENSG00000148950	0.001439965
ENSG00000168056	0.001440945
ENSG00000171631	0.001447003
ENSG00000084234	0.001448859
ENSG00000165269	0.0014953
ENSG00000187187	0.001497247
ENSG00000167476	0.001511897
ENSG00000188906	0.001513004
ENSG00000099783	0.001550612
ENSG00000172456	0.001568834
ENSG00000005379	0.00157782
ENSG00000126453	0.001578121
ENSG00000112893	0.001578497
ENSG00000126351	0.001617353
ENSG00000011465	0.001619399
ENSG00000065802	0.001620856
ENSG00000092108	0.001622439
ENSG00000100503	0.001629528
ENSG00000132581	0.00163177
ENSG00000175390	0.001633693
ENSG00000117791	0.001635329
ENSG00000067064	0.001654294
ENSG00000185847	0.001671959
ENSG00000100577	0.001672104
ENSG00000119522	0.001673631
ENSG00000066117	0.001725077
ENSG00000089159	0.001727089
ENSG00000075539	0.001727942
ENSG00000123243	0.001729573
ENSG00000125633	0.001738172
ENSG00000004399	0.001748995
ENSG00000163291	0.001779061
ENSG00000134046	0.001785286
ENSG00000100711	0.001810867
ENSG00000008130	0.001812348
ENSG00000196712	0.001813446
ENSG00000108510	0.001813581
ENSG00000142675	0.001814244
ENSG00000177239	0.001814431
ENSG00000136986	0.001817127
ENSG00000178381	0.001819981
ENSG00000156804	0.001831791
ENSG00000075426	0.00183479
ENSG00000131236	0.001840889
ENSG00000187109	0.001842463
ENSG00000114770	0.001853418
ENSG00000119596	0.00186056
ENSG00000172915	0.001888683
ENSG00000170275	0.001892229
ENSG00000103356	0.001893009
ENSG00000075413	0.001916336
ENSG00000107736	0.001917412
ENSG00000071082	0.001927389
ENSG00000142173	0.001929966
ENSG00000028116	0.00193043
ENSG00000226833	0.001931176
ENSG00000106701	0.001932936
ENSG00000117448	0.001933638
ENSG00000172785	0.001939765
ENSG00000106078	0.001942093
ENSG00000106211	0.001946716
ENSG00000099290	0.001957541
ENSG00000138078	0.001962463
ENSG00000122490	0.001974783
ENSG00000131626	0.001976938
ENSG00000169896	0.00199533
ENSG00000174197	0.001997241
ENSG00000105750	0.002044899
ENSG00000145390	0.002047127
ENSG00000072422	0.002063304
ENSG00000175489	0.002068629
ENSG00000159322	0.002068907
ENSG00000115459	0.002069933
ENSG00000264538	0.002070773
ENSG00000168675	0.002080719
ENSG00000050748	0.002092495
ENSG00000175984	0.002113193
ENSG00000182511	0.00213632
ENSG00000139292	0.002136904
ENSG00000164463	0.002156238
ENSG00000182606	0.002158338
ENSG00000123066	0.002163131
ENSG00000173511	0.002209704
ENSG00000130005	0.002209997
ENSG00000187098	0.002220908
ENSG00000142156	0.002229564
ENSG00000120071	0.002248342
ENSG00000172403	0.00225561
ENSG00000173230	0.002255972
ENSG00000101639	0.002256825
ENSG00000165669	0.002257174
ENSG00000177192	0.002257553
ENSG00000162836	0.002258192
ENSG00000149231	0.002264065
ENSG00000109689	0.00226485
ENSG00000233927	0.002270865
ENSG00000019102	0.002284838
ENSG00000272047	0.002318062
ENSG00000127564	0.002318407
ENSG00000205726	0.002319705
ENSG00000106144	0.002344433
ENSG00000177981	0.002348699
ENSG00000134905	0.002349799
ENSG00000072274	0.002382241
ENSG00000135486	0.002389219
ENSG00000150760	0.0023989
ENSG00000251257	0.002400947
ENSG00000179344	0.002419111
ENSG00000198692	0.002420083
ENSG00000038382	0.002421908
ENSG00000126432	0.00242303
ENSG00000179526	0.002425688
ENSG00000204160	0.002480674
ENSG00000105321	0.002483795
ENSG00000008382	0.002508137
ENSG00000103496	0.002509649
ENSG00000174485	0.002528417
ENSG00000187742	0.002532164
ENSG00000144445	0.002559715
ENSG00000136068	0.002570467
ENSG00000142676	0.002572609
ENSG00000198690	0.002588646
ENSG00000066735	0.002604757
ENSG00000116754	0.002605136
ENSG00000068028	0.002606905
ENSG00000101974	0.002607325
ENSG00000095794	0.002607831
ENSG00000072518	0.002623336
ENSG00000090273	0.002624902
ENSG00000113070	0.002656114
ENSG00000065882	0.00266107
ENSG00000119335	0.002663429
ENSG00000227698	0.002685813
ENSG00000167996	0.002692906
ENSG00000140374	0.002699886
ENSG00000150403	0.002707169
ENSG00000130703	0.002723654
ENSG00000167699	0.002726929
ENSG00000099331	0.00274169
ENSG00000197603	0.002751941
ENSG00000064601	0.00275736
ENSG00000246273	0.002784537
ENSG00000127527	0.002805914
ENSG00000141449	0.0028081
ENSG00000132329	0.002809255
ENSG00000140939	0.002812622
ENSG00000149499	0.002814009
ENSG00000157833	0.002815385
ENSG00000102893	0.002817958
ENSG00000144596	0.002829965
ENSG00000110906	0.002834106
ENSG00000130985	0.002843243
ENSG00000165644	0.00284462
ENSG00000088986	0.002846519
ENSG00000112306	0.002876694
ENSG00000164031	0.002879924
ENSG00000162704	0.002891424
ENSG00000091542	0.002894799
ENSG00000167468	0.00289797
ENSG00000285799	0.002899285
ENSG00000248489	0.002903371
ENSG00000198130	0.002907043
ENSG00000174353	0.00290985
ENSG00000092439	0.002922897
ENSG00000167394	0.00294042
ENSG00000165949	0.002943354
ENSG00000107164	0.002944811
ENSG00000083097	0.002956291
ENSG00000235703	0.002982498
ENSG00000164946	0.002982773
ENSG00000066739	0.003023579
ENSG00000169217	0.003035892
ENSG00000175262	0.003037262
ENSG00000198000	0.003037516
ENSG00000103024	0.003062504
ENSG00000167380	0.003066472
ENSG00000058404	0.003066818
ENSG00000166619	0.003069318
ENSG00000134775	0.003072405
ENSG00000118292	0.003073734
ENSG00000155893	0.003074596
ENSG00000100151	0.003119188
ENSG00000198270	0.003121611
ENSG00000168092	0.003121836
ENSG00000108578	0.003123931
ENSG00000081059	0.003123938
ENSG00000110651	0.003152465
ENSG00000141295	0.003169526
ENSG00000066336	0.003177841
ENSG00000102781	0.003177851
ENSG00000113387	0.003179142
ENSG00000120662	0.003181144
ENSG00000184432	0.003208186
ENSG00000185753	0.003239837
ENSG00000123146	0.003259232
ENSG00000109320	0.0032607
ENSG00000182473	0.00326361
ENSG00000171853	0.003263727
ENSG00000065534	0.003344763
ENSG00000184277	0.003345754
ENSG00000133943	0.003347473
ENSG00000143702	0.003347515
ENSG00000122779	0.003349709
ENSG00000177731	0.003390264
ENSG00000112110	0.003400886
ENSG00000265491	0.003401933
ENSG00000112773	0.003402426
ENSG00000007392	0.00340379
ENSG00000283709	0.003448035
ENSG00000125945	0.003449038
ENSG00000089682	0.003451061
ENSG00000111554	0.00345227
